Region;Markt;Diagram;Name;Einheit;Quelle;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Serbien;Röstkaffee;Umsatzveränderung;Röstkaffee, zu Hause;Prozent;Statista;;-3,329;-7,229;-9,366;-6,862;0,146;4,391;4,401;-2,215;8,868;-2,456;9,121;0,212;0,399
Serbien;Röstkaffee;Durchschnittlicher Umsatz pro Kopf;Total;EUR (€);Statista;10,54;10,6;10,11;9,445;9,016;9,194;9,683;10,27;9,281;10,8;10,85;12,23;12,42;12,62
Serbien;Röstkaffee;Durchschnittlicher Umsatz pro Kopf;Röstkaffee, außer Haus;EUR (€);Statista;4,257;4,494;4,418;4,263;4,162;4,309;4,555;4,897;4,006;5,036;5,206;6,037;6,188;6,333
Serbien;Röstkaffee;Durchschnittlicher Umsatz pro Kopf;Röstkaffee, zu Hause;EUR (€);Statista;6,285;6,106;5,692;5,182;4,854;4,885;5,127;5,373;5,275;5,766;5,649;6,192;6,235;6,29
Serbien;Röstkaffee;Online-Umsatzanteil;Offline;Prozent;Statista;;;;;;99,953;99,949;99,943;99,931;99,925;99,918;99,91;99,901;99,89
Serbien;Röstkaffee;Online-Umsatzanteil;Online;Prozent;Statista;;;;;;0,047;0,051;0,057;0,069;0,075;0,082;0,09;0,099;0,11
Serbien;Röstkaffee;Mobil- vs. Desktop-Anteil;Desktop;Prozent;Statista;;;;;;64,22;61,812;60,083;58,685;57,882;57,684;57,524;57,393;57,28
Serbien;Röstkaffee;Mobil- vs. Desktop-Anteil;Mobile;Prozent;Statista;;;;;;35,78;38,188;39,917;41,315;42,118;42,316;42,476;42,607;42,72
Serbien;Röstkaffee;Volumen;Total;Millionen Kilogramm;Statista;4,943;4,665;4,284;3,969;3,733;3,595;3,498;3,525;3,285;3,426;3,081;3,353;3,366;3,377
Serbien;Röstkaffee;Volumen;Röstkaffee, außer Haus;Millionen Kilogramm;Statista;0,354;0,345;0,328;0,315;0,308;0,308;0,311;0,325;0,259;0,311;0,296;0,342;0,349;0,355
Serbien;Röstkaffee;Volumen;Röstkaffee, zu Hause;Millionen Kilogramm;Statista;4,59;4,321;3,956;3,653;3,425;3,286;3,187;3,2;3,026;3,115;2,784;3,011;3,017;3,021
Serbien;Röstkaffee;Volumenveränderung;Total;Prozent;Statista;;-5,626;-8,164;-7,366;-5,928;-3,714;-2,68;0,748;-6,801;4,29;-10,067;8,834;0,393;0,306
Serbien;Röstkaffee;Volumenveränderung;Röstkaffee, außer Haus;Prozent;Statista;;-2,567;-4,878;-3,826;-2,219;0,068;0,999;4,294;-20,22;20,032;-4,725;15,51;2,06;1,662
Serbien;Röstkaffee;Volumenveränderung;Röstkaffee, zu Hause;Prozent;Statista;;-5,862;-8,426;-7,659;-6,248;-4,055;-3,025;0,402;-5,438;2,942;-10,601;8,123;0,203;0,149
Serbien;Röstkaffee;Durchschnittliches Volumen pro Kopf;Total;Kilogramm;Statista;0,685;0,65;0,599;0,558;0,528;0,511;0,5;0,505;0,473;0,495;0,447;0,489;0,493;0,497
Serbien;Röstkaffee;Durchschnittliches Volumen pro Kopf;Röstkaffee, außer Haus;Kilogramm;Statista;0,049;0,048;0,046;0,044;0,044;0,044;0,044;0,047;0,037;0,045;0,043;0,05;0,051;0,052
Serbien;Röstkaffee;Durchschnittliches Volumen pro Kopf;Röstkaffee, zu Hause;Kilogramm;Statista;0,636;0,602;0,554;0,514;0,484;0,467;0,455;0,459;0,436;0,45;0,404;0,439;0,442;0,445
Serbien;Instant-Kaffee;Preis pro Einheit;Average;EUR (€);Statista;17,24;18,2;18,61;18,66;18,8;19,68;21;21,9;21,2;23,45;26,11;26,99;27,35;27,78
Serbien;Instant-Kaffee;Preis pro Einheit;Instant-Kaffee, außer Haus;EUR (€);Statista;111;119,7;123,1;123;122,1;125,7;130,9;134,4;137,2;143,2;154,7;154,6;154,5;154,8
Serbien;Instant-Kaffee;Preis pro Einheit;Instant-Kaffee, zu Hause;EUR (€);Statista;11,97;12,46;12,65;12,65;12,76;13,37;14,33;14,89;15,38;16,24;17,7;17,84;17,84;17,89
Serbien;Instant-Kaffee;Umsatz;Total;Millionen EUR (€);Statista;248,6;267,4;275;274,8;276,5;291,4;314,3;334,1;305,2;357,1;361,3;410,1;421;432,7
Serbien;Instant-Kaffee;Umsatz;Instant-Kaffee, außer Haus;Millionen EUR (€);Statista;85,11;94,09;98,12;98,72;99,22;104,5;112,2;120,3;94,42;123,9;131,4;157,2;165,4;174,2
Serbien;Instant-Kaffee;Umsatz;Instant-Kaffee, zu Hause;Millionen EUR (€);Statista;163,5;173,3;176,9;176,1;177,3;186,9;202,1;213,9;210,8;233,2;229,9;253;255,6;258,5
Serbien;Instant-Kaffee;Umsatzveränderung;Total;Prozent;Statista;;7,562;2,842;-0,073;0,619;5,389;7,859;6,3;-8,65;17,005;1,176;13,507;2,658;2,779
Serbien;Instant-Kaffee;Umsatzveränderung;Instant-Kaffee, außer Haus;Prozent;Statista;;10,551;4,283;0,611;0,506;5,322;7,368;7,219;-21,513;31,222;6,053;19,635;5,216;5,32
Serbien;Instant-Kaffee;Umsatzveränderung;Instant-Kaffee, zu Hause;Prozent;Statista;;5,994;2,077;-0,452;0,681;5,415;8,133;5,839;-1,449;10,626;-1,415;10,048;1,028;1,135
Serbien;Instant-Kaffee;Durchschnittlicher Umsatz pro Kopf;Total;EUR (€);Statista;34,45;37,24;38,48;38,63;39,08;41,39;44,89;47,91;43,94;51,6;52,43;59,79;61,68;63,7
Serbien;Instant-Kaffee;Durchschnittlicher Umsatz pro Kopf;Instant-Kaffee, außer Haus;EUR (€);Statista;11,79;13,1;13,73;13,88;14,02;14,84;16,02;17,24;13,59;17,91;19,07;22,91;24,23;25,64
Serbien;Instant-Kaffee;Durchschnittlicher Umsatz pro Kopf;Instant-Kaffee, zu Hause;EUR (€);Statista;22,65;24,14;24,75;24,76;25,06;26,55;28,87;30,66;30,35;33,7;33,36;36,88;37,45;38,06
